연번,관광지명,관광지 분야,관광지 구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
949,토이파크,기타,관광지,제주특별자치도 서귀포시 안덕면 동광로 267-7,,33.30898,126.340273,,,,,,,토이파크는 한 가정이 10년 이상 직접 하나하나 모으고 만들어온 장난감과 인형들을 전시한 공간이다. 아이템별로 이야기를 부여하고 작은 소품까지 세심하게 신경 써서 보는 즐거움을 선사한다. 프랑스 루브르 국립 박물관에 전시되었던 플레이 모빌을 전시하고 있으며 트랜스포머 전 종을 보유하고 있다. 토이파크는 장난감 마니아층은 물론 일반인들도 즐길 수 있으며· 아이들에게는 놀이와 꿈을 어른들에게는 어린 시절 추억을 돌아볼 수 있게 하는 곳이다.,064-710-2114,제주특별자치도청,2022-12-01
950,토종닭유통특구 교래삼다수마을,기타,관광지,,,33.427618,126.66658,,,,,,,삼다수 마을은 교래리 마을 전체를 새로운 관광지로 조성한다는 목표 아래 지역과 개발공사가 손잡고 탄생시킨 곳이다. 교래마을은 한라산 부근에 자리 잡은 중산간 마을로 예로부터 다리가 많아서 ‘도리’라고 불리던 곳이다. 300여 명이 사는 이곳은 동남쪽으로는 넓고 푸른 목장 지대와 오름이 펼쳐져 있고 서남쪽으로는 울창한 숲과 계곡이 아름다운 풍경을 이룬다. 천연기념물 산굼부리를 비롯해 제주돌문화공원· 소인국 미니 월드 등의 인기 관광지가 있다.,064-710-2114,제주특별자치도청,2022-12-01
951,톨칸이,자연,관광지,,제주특별자치도 제주시 우도면 연평리 1732-1,33.491737,126.954135,35000,주차장+화장실,휴양콘도미니엄,,,30,섬 속의 섬 우도의 동쪽 해안가에 안쪽이 움푹 들어간 모양이 소의 여물통과 닮았다고 해서 톨칸이라 불렸다. 광대코지와 함께 먹돌해안을 이루고 있다. 소의 섬이라 불리기는 우도에 있어· 여물통을 닮은 기암절벽과 해안가의 모습을 보고 이름이 지어졌는지도 모른다. 옛날 제주에서는 소의 여물통을 촐까니라 불렀고· 그 말이 전해지면서 변형되어 톨칸이라 부르게 된 곳이다. 차량으로 이동할 순 없어서 걸어 들어가야 하는 수고가 있지만 비경 속에서 조용하게 일출을 볼 장소로도 좋다.,064-728-1527,우도면사무소,2022-12-01
952,통오름,자연,관광지,, 제주특별자치도 서귀포시 성산읍 신산리 1754-1,33.392608,126.855925,215894,,관광호텔+가족호텔,,,,오름 전사면이 완만한 기복을 이루면서 둥글고 낮은 5개의 봉우리가 화구를 에워싸고 있다. 깊게 패어 있는 화구는 거의 원형 분화구의 형태를 띠고 있으나· 서쪽으로 좁은 골짜기를 이루며 용암 유출 수로가 형성되어 말굽형 화구를 이루고 있다. 산 모양이 물통· 밥통 같은 통처럼 움푹 팬 형태라고 하여 통오름이라 부른다고 한다. 일부 오름은 사유지로· 출입이 제한되거나 통제되어있는 곳도 있습니다.,064-740-6000,제주관광정보센터,2022-12-01
953,통일관,문화,관광지,,,33.50789,126.534509,870,주차장,휴양콘도미니엄,,189,30,제주시 탐라 자유회관 내에 소재해 있는 제주특별자치도 통일관은 1993년에 개관되어 지상 2층· 지하 1층 건물로 건립되었다. 남북한 문화 이질성 극복을 위한 노력· 통일 비용과 통일 편익· 한반도 통일에 대한 국제사회의 목소리를 소개해준다. 외부에는 반공 위령비를 포함하여 전투용 비행기· 장갑차 등이 전시되어 있다. 주변에는 자연사 박물관을 포함하여 삼성혈과 같은 관광지 등이 있다.,064-751-0191,제주특별자치도청,2022-12-01
954,파군봉(바굼지오름),자연,관광지,제주특별자치도 제주시 애월읍 상귀서길 95,제주특별자치도 제주시 애월읍 상귀리 687-1,33.478667,126.412682,27475,,관광호텔+가족호텔,,,,바구니를 덮어놓은 모양과 닮았다 하여 이름 지어졌다. 오름의 모양이 바구니와 닮았다고 해서 바구니의 제주도 사투리인 바굼지가 붙어 ‘바굼지 오름’이라고 불리기도 하고· 이 오름이 과거 삼별초를 격파시켰다고 하여 ‘파군봉’이라고도 한다. 바굼지 오름이라는 명칭은 애월에 위치한 오름 말고도 안덕면에 위치한 단산의 이름 역시 바굼지 오름이라고 부르기 때문에 잘 구분하여야 한다. 일부 오름은 사유지로· 출입이 제한되거나 통제되어있는 곳도 있습니다.,064-740-6000,제주관광정보센터,2022-12-01
955,파파빌레,자연,관광지,제주특별자치도 제주시 조천읍 남조로 2185,제주특별자치도 제주시 조천읍 와흘리 165-8,33.460612,126.660918,32377,주차장+화장실,휴양콘도미니엄,,200,100,도심 빌딩 숲에서 쌓인 스트레스를 수만 년 된 현무암 숲 음이온으로 확 날릴 수 있는 곳. 건강한 체험과 자연체험 위주로 파파빌레는 6시간 코스를 운영하고 있다. 일반인은 물론 평소에 고지혈증· 당뇨· 고혈압 등 약을 복용 중인 사람에게도 적극적으로 추천하는 치유 프로그램이다. 프로그램은 사업장 운영에 따라 변동될 수 있으므로 원활한 이용을 위해 사전 문의해주시기를 바랍니다.,064-783-5599,금지개영농,2022-12-01
956,판포오름(널개오름),자연,관광지,,제주특별자치도 제주시 한경면 판포리 935-1,33.478667,126.412682,192446,,관광호텔+가족호텔,,,,지명인 널개를 한자음으로 판포라고 하여 판포오름 또는 널개오름이라고 하는 이 곳은 표고 93.2m이며· 판포리에 자리 잡고 있다. 널게는 넓다는 뜻의 ‘너른’과 포구라는 뜻의 ‘개’가 합쳐져 생긴 말이다. 판포오름은 두 개의 산 채로 나뉘어 있는데· 주봉은 소가 누워있는 모양새를 가지고 있어 고지 오름이라고도 불리며· 부봉은 북오름이라 불린다. 일부 오름은 사유지로· 출입이 제한되거나 통제되어있는 곳도 있습니다.,064-740-6000,제주관광정보센터,2022-12-01
957,판포포구,자연,관광지,,제주특별자치도 제주시 한경면 판포리 2877-3,33.36529,126.199565,1760,주차장+화장실,휴양콘도미니엄,,,7,제주도 서쪽 끝자락에 위치한 판포포구는 모랫바닥이라 맑고 깨끗한 물색을 자랑하는 작은 포구다. 스노클링 장소로 유명해지면서 여름이면 맑은 스노클링을 하기 위한 관광객들로 성황이다. 물 때를 미리 알아보고 방문한다면· 서쪽의 다른 해수욕장에 비해 물이 깊고 입수 전에는 모래가 없어· 수영과 스노클링을 즐기기에 안성맞춤이다. 무늬오징어가 잡히는 포인트로도 유명해 낚시꾼들도 자주 찾는다.,064-728-3383,제주특별자치도청 해양수산과,2022-12-01
958,퍼시픽 리솜 요트투어 샹그릴라,기타,관광지,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-5,33.2444327,126.4161942,,,,,,, 아름답게 물든 바다와 하늘 사이· 바다 한가운데서 보는 일출과 일몰은 형용할 수 없는 감동을 선사한다. 요트 위에서 짜릿한 손맛을 느끼고· 갓 잡은 생선회를 맛보며 주상 절리를 매우 가까이에서 볼 수 있고· 요트 물살을 따라 헤엄치는 야생 돌고래와 만날 수도 있다. 바다 수영· 스노클링· 프러포즈 등 별도의 특별한 요트 체험까지 가능하다.,064-710-2114,제주특별자치도청,2022-12-01
959,평대리불턱,문화,관광지,,,33.532413,126.84636,,,관광호텔,,,,평대리 도께동산 해녀불턱은 2~30명 정도의 사람들이 들어가 바람을 피할 수 있도록 얕은 돌담이 쌓인 넓은 공간으로· ‘불’을 피우는 나지막한 ‘턱’이라는 말 그대로 해녀들이 추운 겨울에 물질을 끝내고불을 지펴 몸을 녹이는 장소를 일컫는 제주방언이다. 평대 해수욕장에 있는 도께동산 아래쪽에 위치한 이곳은 불과 몇 년 전까지는 물질 후 쉴 수 있는 해녀들의 휴식 공간이었다. 1980년부터는 마을마다 현대식 탈의장이 있어 이용되지 않고 있다.,064-740-6000,제주특별자치도청,2022-12-01
960,평대리해변,자연,관광지,,제주특별자치도 제주시 구좌읍 평대리 1994-20,33.533695,126.8409,11630,주차장+화장실,관광호텔,,500,200,제주시 동북 쪽에 위치한 해변으로 월정리 해변과 이어져 있다. 구좌읍 월정리와 가까우며· 월정리 해변과 같이 뜨고 있는 맛집 카페가 많아 방문자가 점점 늘어나는 추세다. 근처 가 볼만한 인기 명소로는 명진전복· 톰톰카레· 대수길다방(제주바당캔들)· 평대스낵 등이 있다. 아기자기한 해변 카페· 맛집과는 대비적으로 바다 쪽으로는 천혜 자연이 펼쳐져 해안 드라이브를 즐길 수 있다.,064-728-7783,구좌읍사무소,2022-12-01
961,평대해변,자연,관광지,,제주특별자치도 제주시 구좌읍 평대리 1994-20,33.533465,126.840901,8654,공용주차장+화장실,펜션,,,,제주에는 개성이 다른 아름다운 해변들이 많다. 어디를 가도 크게 실망할 일은 없지만· 한적하고 예쁜 ‘우리만의 바다’를 찾는다면 바로· 평대해변이다. 동쪽의 명소인 월정리해변과 세화해변 사이에 자리하고 있으며· 제주올레 20코스가 지나는 곳이다. 아담한 해변은 아이들과 물놀이· 모래놀이를 하기에도 좋고· 한적한 해변은 나만 알고 싶은 제주특별자치도 바다로 손색이 없다.,064-728-7882,구좌읍사무소,2022-12-01
962,평수포구,자연,관광지,,,33.427571,126.263743,2287,,펜션,,,,비양도가 보이는 한림항을 출발점으로 시작되는 올레길 15코스를 따라가다 보면 한적하고 고요한 평수 포구가 자리하고 있다. 대부분 포구는 다양한 이름이 있는데 평수 포구 역시 여러 이름으로 불린다. 과거에는 평수 포구에서 솟아 올라오는 용천수를 식수나 생활용수로 활용하였는데 만조 때마다 흔적도 없이 잠겼다가 바닷물이 빠져나가면 다시 모습을 드러내는 모습에 조물 캐 포구· 한자로는 잠수로 라고도 부르며 돈지개포구라고도 부른다.,064-712-6988,제주특별자치도청,2022-12-01
963,평화통일 불사리탑,문화,관광지,제주특별자치도 제주시 조천읍 일주동로 884,,33.532516,126.63599,2420,주차장,펜션,,526,15,평화통일불사리탑은 반구형으로 건립한 불교사원으로 1998년 8월 15일 완공되었다. 탑의 높이는 33M로 3천을 의미하며 바닥의 면적은 360평으로 불법의 원융무애를 상징한다. 탑은 민족의 영산 백두의 천지에 정 방향으로 맞추어 건축했고 한라산과 백두산이 불사리탑을 축으로 서로 일직선상에 놓이도록 했다. 매년 8. 15일이 되면 전국의 불자들이 사격한 법화경을 봉안하는 법회를 개최하는 곳으로 유명하다.,064-782-9110,제주특별자치도청,2022-12-01
964,포도갤러리 in 포토호텔,예술,관광지,제주특별자치도 제주시 조천읍 일주동로 884,,33.532516,126.63599,,,펜션,,,,아름다운 제주를 작품 속에서 만나 볼 수 있는 갤러리 포도호텔은 세계적인 건축가 이타미 준이 설계한 작품으로 제주도에서 지정한 제주특별자치도 7대 건축물에 선정됐다. 가장 제주적이고 자연적인 건물로 평가받고 있다. 제주특별자치도 도내/외 작가들의 공간으로· 방문하는 모든 사람이 제주의 아름다움이라는 가치를 경험할 수 있도록 다양한 전시를 기획 중이다. 방문 가능 시간은 오전 10시부터 오후 5시 30분까지이며· 연중 무료입장으로 진행된다.,064-782-9110,제주특별자치도청,2022-12-01
965,포스트 사파리,기타,관광지,제주특별자치도 제주시 조천읍 선교로 474-1,,33.462815,126.70884,,,,,,,기린· 사슴· 사자· 얼룩말 등 동물원에서 볼 수 있는 동물들을 실물과 유사하게 움직이도록 재연한 포레스트 사파리. 실제 동물이 아니기에 가까이 다가가서 직접 만져볼 수 있고· 조형물이지만 가까이 다가가면 울음소리와 함께 세세한 움직임을 선보여 호기심을 자극한다. 실내에서는 카우보이 캠핑체험장과 젖소 목장을 체험할 수 있으며· 실제 카우보이 복장을 하고 사진을 찍을 수 있어 추억을 남기기에 좋다.,064-710-2114,제주특별자치도청,2022-12-01
966,포토갤러리 자연사랑미술관,예술,관광지,,제주특별자치도 서귀포시 표선면 가시리 1920-1,33.353701,126.77143,781,,펜션,,170,,가시초등학교를 활용해 만들어· 90평 규모의 큰 전시 공간이 특징이다. 사진가 서재철의 작품을 통해 제주의 사계절을 언제든 감상할 수 있다. 그 외에 제주만이 가지고 있는 독특한 것을 전시하는 공간· 다양한 모양의 화산탄을 직접 볼 수 있는 화산탄 갤러리· 가시초등학교의 옛 모습을 담은 사진 전시실· 사진과 책을 판매하는 공간과 쉼터로 구성되어있다.,064-787-3110,제주특별자치도청,2022-12-01
967,표선세화해안도로,자연,관광지,,제주특별자치도 서귀포시 표선면 표선리 40-69,33.323337,126.844972,5400,공용주차장+화장실,펜션,,,,표선세화 해안도로는 제주시의 구좌읍 세화부터 표선해수욕장까지 연결되는 총 12km의 해안도로로 곳곳의 아름다운 해안 풍경과 함께 제주특별자치도 바다를 가까이서 느낄 수 있다. 하도해수욕장 인근 해안에서는 전망대가 마련되어 있어 문주란 자생지로 유명한 '토끼섬'을 볼 수 있고· 종달리에서는 지미봉 오름과 맛조개잡이 어장을 만날 수 있다. 바다를 가로지르는 돌다리를 걸으면 불어오는 바닷바람 속에 절로 자연과 동화됨을 느낄 수 있다.,064-760-0505,제주특별자치도 서귀포시청,2022-12-01
